mar_emp,DiasMora,Factor,STOTAL,df_Life_M,utilizacion,prom_saldo_6m,prom_diasmora_6m,prom_df_life_M_6m,prom_utilizacion_6m,prom_saldo_12m,prom_diasmora_12m,prom_df_life_M_12m,prom_utilizacion_12m
0,0,0.4704555991,9094432.5,11,1.0104925,9095804.453,0,8.5,1.010644939,8521085.168,0,5.5,0.9467872409
0,0,1.032443299,3027927.87,7,1.00930929,2800530.19,0,4.5,0.9335100633,2852805.741,0,3.5,0.9509352471
0,0,1.032515304,3027716.71,8,1.009238903,2813432.578,0,5.5,0.9378108594,2872240.293,0,4,0.9574134311
0,58,1.010466164,3093783.79,11,1.031261263,3014812.41,14.33333333,8.5,1.00493747,2919360.249,7.166666667,5.5,0.9731200831
0,0,1.004823506,3032049.51,6,1.01068317,2801192.17,0,3.5,0.9337307233,2569119.094,0,3,0.8563730314
0,27,1,3046674.62,12,1.015558207,3042397.675,9,9.5,1.014132558,2921794.923,4.5,6.5,0.9739316408
0,21,1,1449401.04,12,1.002352033,1170280.818,3.5,9.5,0.8093228343,878329.8917,1.75,6.5,0.6074203953
0,0,0.9680583433,114121.82,5,0.91297456,87115.52333,0,2.5,0.6969241867,87115.52333,0,2.5,0.6969241867
0,0,0.9333795757,118361.9,7,0.9468952,101251.035,0,4.5,0.81000828,92913.24125,0,3.5,0.74330593
0,6,0.8886694675,124316.84,12,0.99453472,119893.65,1,9.5,0.9591492,107023.6725,0.5,6.5,0.85618938
0,0,0.539321547,7070013.67,2,1.010001953,6236483.46,0,1,0.8909262086,6236483.46,0,1,0.8909262086
0,58,0.5245960451,7268470.18,6,1.038352883,7019619.815,14.33333333,3.5,1.002802831,6759354.141,12.28571429,3,0.9656220202
0,0,0.8298110438,1378302.83,0,0.6265012864,1378302.83,0,0,0.6265012864,1378302.83,0,0,0.6265012864
0,0,0.4635853997,2507793.97,8,1.003117588,2505373.117,0,5.5,1.002149247,2458999.672,0,4,0.9835998689
0,0,1.023384285,3638515.4,5,1.010698722,3630524.88,0,2.5,1.008479133,3630524.88,0,2.5,1.008479133
0,0,1.022617402,3641244,8,1.011456667,3638536.308,0,5.5,1.01070453,3633675.397,0,4,1.009354277
0,86,1.001237143,1573205.72,11,1.048803813,1534740.648,27.83333333,8.5,1.023160432,1523115.565,13.91666667,5.5,1.015410377
0,0,1.894770519,428909.46,9,0.5234899619,490320.868,0,7,0.5984434396,409196.2313,0,4.75,0.499429692
0,0,1.00745213,2021364.34,10,1.01068217,1475962.662,0,7.5,0.7379813308,1216839.552,0,5,0.6084197759
0,28,1,2036427.81,12,1.018213905,1805035.493,4.666666667,9.5,0.9025177467,1366616.442,2.333333333,6.5,0.6833082208
0,56,1,2036427.81,13,1.018213905,1953212.978,14,10.5,0.9766064892,1452985.167,7,7.5,0.7264925833
0,0,0.5187645441,3027555.83,1,1.009185277,3015981.58,0,0.5,1.005327193,3015981.58,0,0.5,1.005327193
0,0,1.240959114,1294468.53,7,0.6885470904,985593.95,0,4.5,0.5242521011,746757.045,0,3.5,0.3972111941
0,0,1.072471236,1497832.73,9,0.7967195372,1441105.425,0,6.5,0.7665454388,896881.337,0,4.5,0.477064541
0,57,1,1606382.52,12,0.8544587872,1508694.898,13.66666667,9.5,0.8024972863,1141773.108,6.833333333,6.5,0.607326121
0,0,1.078686701,3443231.67,29,0.8608079175,2653972.187,0,26.5,0.6634930467,2638648.019,0,23.5,0.6596620048
0,0,0.9928864299,3036450,7,1.01215,3035112.52,0,4.5,1.011704173,3032439.908,0,3.5,1.010813303
0,0,0.9928864299,3036450,9,1.01215,3036367.547,0,6.5,1.012122516,3033376.926,0,4.5,1.011125642
0,0,0.9924451906,3037800,10,1.0126,3037013.183,0,7.5,1.012337728,3033779.024,0,5,1.011259675
0,0,0.9900240085,1223910.43,4,1.006505288,1059845.508,0,2,0.871583477,1059845.508,0,2,0.871583477
0,0,0.9863975696,1258113.4,7,1.013790008,1257341.602,0,4.5,1.013168092,1256980.37,0,3.5,1.01287701
0,0,0.9874644521,2734534.64,9,1.015423186,2731357.217,0,6.5,1.014243304,2728393.643,0,4.5,1.013142831
0,0,0.9885952287,2731406.82,11,1.014261723,2732623.697,0,8.5,1.01471359,2729242.98,0,5.5,1.013458218
0,0,0.9870037271,253291.85,7,1.0131674,253038.3467,0,4.5,1.012153387,246481.9863,0,3.5,0.985927945
0,0,0.98613292,253515.52,9,1.01406208,253224.5983,0,6.5,1.012898393,247866.582,0,4.5,0.991466328
0,0,0.985758277,253611.87,10,1.01444748,253324.68,0,7.5,1.01329872,248388.8809,0,5,0.9935555236
0,21,1,250000,12,1,252829.21,3.5,9.5,1.01131684,252880.89,1.75,6.5,1.01152356
0,82,1,250000,14,1,251731.5,25.33333333,11.5,1.006926,252420.6875,12.66666667,8.5,1.00968275
0,56,1,5049239.49,13,1.009847898,5014001.493,14,10.5,1.002800299,5013965.145,7,7.5,1.002793029
0,0,0.4946846772,3787879.04,4,1.010101077,3788088,5.4,2,1.0101568,3788088,5.4,2,1.0101568
0,0,0.9739454753,1824405.57,3,1.012433724,1819249.218,0,1.5,1.009572263,1819249.218,0,1.5,1.009572263
0,0,0.9965562552,2574763.97,11,1.01129771,2571299.647,0,8.5,1.009937018,2490460.367,0,6.5,0.978185533
0,0,1.002760689,3032800.57,3,1.010933523,3025977.195,0,1.5,1.008659065,3025977.195,0,1.5,1.008659065
0,0,0.525378628,8990635.15,2,1.010183725,8962931.94,0,1,1.007071004,8962931.94,0,1,1.007071004
0,56,0.5117343171,9230351.38,6,1.037118133,9071568.628,18.16666667,3.5,1.019277374,9047993.339,15.57142857,3,1.016628465
0,0,1.027425061,3773652.44,4,1.006307317,2830601.894,0,2,0.7548271717,2830601.894,0,2,0.7548271717
0,0,0.5064552583,10097109.44,1,1.009710944,10050288.22,0,0.5,1.005028822,10050288.22,0,0.5,1.005028822
0,0,0.506500264,10096212.25,2,1.009621225,10065596.23,0,1,1.006559623,10065596.23,0,1,1.006559623
0,0,0.5107952203,10011319.54,6,1.001131954,10037099.82,0,3.5,1.003709982,10032295.13,0,3,1.003229513
0,0,0.505589248,10114404.51,10,1.011440451,10028782.57,0,7.5,1.002878257,10052704.34,0,5,1.005270434
0,0,0.4777567372,3237462.08,4,1.0117069,2808966.198,0,2,0.8778019369,2808966.198,0,2,0.8778019369
0,0,0.4770130095,3242509.72,7,1.013284288,3186200.437,0,4.5,0.9956876365,2970844.494,0,3.5,0.9283889043
0,28,0.4833497875,3200000,12,1,3235826.657,4.666666667,9.5,1.01119583,3156492.451,2.333333333,6.5,0.9864038909
0,0,1.459586956,688550.96,2,0.3417126352,810743.96,0,1,0.4023543226,810743.96,0,1,0.4023543226
0,26,0.5,2010000,12,0.9975186104,2036932.26,8.5,9.5,1.010884496,1782901.437,4.25,6.5,0.8848146088
0,0,0.09042934678,787832.85,4,0.9847910625,765262.59,0,2,0.9565782375,765262.59,0,2,0.9565782375
0,0,0.0940117057,757812.12,5,0.94726515,764020.845,0,2.5,0.9550260563,764020.845,0,2.5,0.9550260563
0,0,0.5013147201,430125.77,7,0.86025154,337750.3283,0,4.5,0.6755006567,283532.5363,0,3.5,0.5670650725
0,0,0.4695972327,459177.28,8,0.91835456,358089.6267,0,5.5,0.7161792533,303048.6189,0,4,0.6060972378
0,76,0.8816937447,244561.54,14,0.48912308,382934.0683,22.66666667,11.5,0.7658681367,370511.8475,11.33333333,8.5,0.741023695
0,0,0.9847108498,1564181.77,1,0.5213939233,937156.24,0,0.5,0.3123854133,937156.24,0,0.5,0.3123854133
0,0,0.5252423331,2932487.85,3,0.97749595,1833844.19,0,1.5,0.6112813967,1833844.19,0,1.5,0.6112813967
0,25,0.5060526059,3043689.02,9,1.014563007,2988319.977,4.166666667,6.5,0.9961066589,2526529.662,2.5,4.5,0.842176554
0,0,1.026305261,2422421.15,3,1.009342146,2366601.62,0,1.5,0.9860840083,2366601.62,0,1.5,0.9860840083
0,0,1.023097773,2430015.62,7,1.012506508,2425662.977,0,4.5,1.010692907,2396904.21,0,3.5,0.9987100875
0,0,1,2999059.72,23,0.9996865733,3017910.41,0,20.5,1.005970137,3011296.246,0,17.5,1.003765415
0,0,1,2999059.72,26,0.9996865733,3012351.363,0,23.5,1.004117121,3014053.611,0,20.5,1.004684537
0,25,1.034383476,822989.81,4,1.028737263,811069.354,5,2,1.013836693,811069.354,5,2,1.013836693
0,25,1.033190158,823940.35,7,1.029925438,815426.7717,8.333333333,4.5,1.019283465,812850.9513,6.25,3.5,1.016063689
0,57,1.016794516,837226.25,8,1.046532813,819817.67,17.83333333,5.5,1.024772088,815559.3178,11.88888889,4,1.019449147
0,87,1.00165726,849878.59,10,1.062348238,828630.145,37.5,7.5,1.035787681,820647.9673,22.72727273,5,1.025809959
0,0,0.4143126386,2280572.5,6,1.013587778,2278815.352,0,3.5,1.012806823,2278333.82,0,3,1.012592809
0,0,0.4149085779,2277296.88,8,1.012131947,2279262.862,0,5.5,1.013005716,2278467.347,0,4,1.012652154
0,0,1.25087019,760253.86,6,0.5068359067,396239.3533,0,3.5,0.2641595689,361147.9343,0,3,0.2407652895
0,0,0.5076606585,3037519.54,6,1.012506513,3008540.955,0,3.5,1.002846985,2868749.39,0,3,0.9562497967
0,0,0.5074675014,3038675.71,7,1.012891903,3035285.045,0,4.5,1.011761682,2889990.18,0,3.5,0.96333006
0,0,0.5080866674,3034972.71,8,1.01165757,3035651.185,0,5.5,1.011883728,2906099.35,0,4,0.9686997833
0,0,0.5099427215,3037442.53,2,1.012480843,3024545.373,0,1,1.008181791,3024545.373,0,1,1.008181791
0,0,0.509597172,3039502.17,4,1.01316739,3030101.798,0,2,1.010033933,3030101.798,0,2,1.010033933
0,0,1.034205859,4045256.71,1,1.011314178,4044135.445,0,0.5,1.011033861,4044135.445,0,0.5,1.011033861
0,27,1.020059589,4101356.66,4,1.025339165,4056591.608,5.4,2,1.014147902,4056591.608,5.4,2,1.014147902
0,56,1.012628319,4131454.86,7,1.032863715,4081167.523,18.5,4.5,1.020291881,4071909.504,13.875,3.5,1.017977376
0,0,0.5148300396,11111537.07,1,1.010139734,11087065.25,0,0.5,1.007915022,11087065.25,0,0.5,1.007915022
0,0,0.5144803715,11119089.06,3,1.010826278,11101353.24,0,1.5,1.009213931,11101353.24,0,1.5,1.009213931
0,0,0.514432598,11120121.65,4,1.01092015,11105106.92,0,2,1.009555175,11105106.92,0,2,1.009555175
0,0,0.5138296799,11133169.79,6,1.012106345,11120840.25,0,3.5,1.010985477,11112519.27,0,3,1.010229025
0,0,0.5144142634,11120517.99,7,1.010956181,11122337.07,0,4.5,1.011121551,11113519.11,0,3.5,1.010319919
0,0,0.2476436937,2562574.36,9,1.015685438,2310431.758,0,6.5,0.9157478234,2153238.463,0,4.5,0.8534437031
0,11,0.6356570619,998345.52,12,0.3956977883,2264355.298,1.833333333,9.5,0.897485255,2204415.626,0.9166666667,6.5,0.8737279532
0,42,0.6356570619,998345.52,13,0.3956977883,2041328.775,8.833333333,10.5,0.8090879013,2144072.566,4.416666667,7.5,0.8498107673
0,0,0.5143892579,3039736.67,8,1.013245557,3037633.138,0,5.5,1.012544379,3033844.484,0,4,1.011281495
0,0,0.5146295244,3038317.5,9,1.0127725,3038019.027,0,6.5,1.012673009,3034291.786,0,4.5,1.011430595
0,0,0.5166147171,3041840.23,5,1.013946743,2062766.683,0,2.5,0.6875888944,2062766.683,0,2.5,0.6875888944
0,0,0.4021055828,2532926.31,4,1.013170524,2167861.976,0,2,0.8671447904,2167861.976,0,2,0.8671447904
0,0,0.4017520608,2535155.16,5,1.014062064,2229077.507,0,2.5,0.8916310027,2229077.507,0,2.5,0.8916310027
0,0,0.4013052304,2537977.91,10,1.015191164,2535893.3,0,7.5,1.01435732,2368606.335,0,5,0.9474425338
0,26,0.9916770309,511760.88,11,1.02352176,508869.8433,16.66666667,8.5,1.017739687,457858.7917,8.333333333,5.5,0.9157175833
0,0,0.5244953926,2000143.08,0,1.00007154,2000143.08,0,0,1.00007154,2000143.08,0,0,1.00007154
0,0,1.039622642,951772.23,0,1.007166381,951772.23,0,0,1.007166381,951772.23,0,0,1.007166381
0,0,1.007816554,1112279.14,3,1.011162855,1062638.065,0,1.5,0.9660346045,1062638.065,0,1.5,0.9660346045
0,0,1.006591635,1113632.67,7,1.012393336,1112845.342,0,4.5,1.011677583,1087880.796,0,3.5,0.988982542
0,0,0.5218816641,1107360.25,4,1.006691136,1098153.63,0,2,0.9983214818,1098153.63,0,2,0.9983214818
0,0,0.5245508396,3039280.37,3,1.013093457,2385158.738,0,1.5,0.7950529125,2385158.738,0,1.5,0.7950529125
0,0,0.5243722676,3040315.38,4,1.01343846,2516190.066,0,2,0.838730022,2516190.066,0,2,0.838730022
0,0,0.5243632422,3040367.71,7,1.013455903,3038200.947,0,4.5,1.012733649,2712355.725,0,3.5,0.904118575
0,0,0.5240258965,3042324.97,8,1.014108323,3039969.365,0,5.5,1.013323122,2749018.974,0,4,0.9163396581
0,0,1.026496682,3016098.82,1,1.008728702,1778326.035,0,0.5,0.5947578712,1778326.035,0,0.5,0.5947578712
0,56,1.032188247,1163929.82,8,1.033685453,1151405.575,20.83333333,5.5,1.022562678,1146989.736,13.88888889,4,1.018640973
0,56,1.023246197,1174101.29,9,1.04271873,1156897.483,30.16666667,6.5,1.027440038,1149700.891,18.1,4.5,1.021048749
0,0,0.988475862,3169693.05,6,0.63393861,2476429.882,0,3.5,0.4952859763,2342645.407,0,3,0.4685290814
0,26,0.5226824347,4203511.05,3,1.028256128,3977578.82,6.5,1.5,0.9729889481,3977578.82,6.5,1.5,0.9729889481
0,0,0.5195474715,12156952.86,7,1.013163835,8771261.814,0,5,0.7309994011,6551266.896,0,3.714285714,0.5459844067
0,0,0.3407334374,676612.11,7,0.8457651375,746342.6917,0,4.5,0.9329283646,752457.4188,0,3.5,0.9405717734
0,0,1.010456096,1012414.24,6,1.01241424,1011957.012,0,3.5,1.011957012,1010502.857,0,3,1.010502857
0,86,0.9963521828,1026745.52,13,1.02674552,1028651.107,41.33333333,10.5,1.028651107,1020459.337,20.66666667,7.5,1.020459337
0,0,1.305790386,381227.42,3,0.2823906815,610551.245,0,1.5,0.4522601815,610551.245,0,1.5,0.4522601815
0,0,0.7330150947,679117.12,7,0.5030497185,521858.7733,0,4.5,0.3865620543,604685.5375,0,3.5,0.447915213
0,0,1.044767329,886994.85,2,1.007948693,519389.89,0,1,0.5902157841,519389.89,0,1,0.5902157841
0,26,1.019452722,909020.32,7,1.032977636,896745.8333,8.5,4.5,1.019029356,756456.2275,6.375,3.5,0.8596093494
0,0,0.9349122621,1518960.61,10,1.012640407,1518575.783,0,7.5,1.012383856,1282164.701,0,5,0.8547764673
0,0,0.4936337073,4051587.18,2,1.012896795,4049513.363,0,1,1.012378341,4049513.363,0,1,1.012378341
0,0,0.4936150547,4051740.28,5,1.01293507,4049927.895,0,2.5,1.012481974,4049927.895,0,2.5,1.012481974
0,29,0.5,4000000,12,1,4044457.932,4.833333333,9.5,1.011114483,4047819.653,2.416666667,6.5,1.011954913
0,0,1.037282179,1518050.49,0,1.01203366,1518050.49,0,0,1.01203366,1518050.49,0,0,1.01203366
0,57,1.00639439,1564641.79,2,1.043094527,1541240.777,27.33333333,1,1.027493851,1541240.777,27.33333333,1,1.027493851
0,0,0.6056488715,4571546.37,0,0.914309274,4571546.37,0,0,0.914309274,4571546.37,0,0,0.914309274
0,0,0.5565750138,4974624.86,2,0.994924972,4767620.85,0,1,0.95352417,4767620.85,0,1,0.95352417
0,86,0.5195500308,5329134.32,6,1.065826864,5073974.808,27.33333333,3.5,1.014794962,5002199.317,23.42857143,3,1.000439863
0,0,1.021287279,1152533.38,3,0.9604444833,1152729.538,0,1.5,0.9606079479,1152729.538,0,1.5,0.9606079479
0,26,1.003858253,1172543.71,6,0.9771197583,1156926.66,4.333333333,3.5,0.96410555,1156021.23,3.714285714,3,0.963351025
0,0,1.019782018,1154234.59,10,0.9618621583,1157472.217,4.333333333,7.5,0.9645601806,1155481.816,2.363636364,5,0.9629015136
0,26,1.00455907,1171725.7,11,0.9764380833,1160403.463,8.666666667,8.5,0.9670028861,1156835.473,4.333333333,5.5,0.9640295611
0,0,0.525037001,3010496.74,2,1.003498913,2013001.13,0,1,0.6710003767,2013001.13,0,1,0.6710003767
0,0,0.4818813454,2537018.94,11,1.014807576,2535366.067,0,8.5,1.014146427,2364545.22,0,5.5,0.945818088
0,0,0.9895729543,3041356.19,4,1.013785397,2615447.708,0,2,0.8718159027,2615447.708,0,2,0.8718159027
0,0,1.37461011,2189452.71,5,0.72981757,2544448.542,0,2.5,0.8481495139,2544448.542,0,2.5,0.8481495139
0,0,1.234458899,2438026.76,8,0.8126755867,2555632.685,0,5.5,0.8518775617,2481692.781,0,4,0.827230927
0,24,1,3009643.83,12,1.00321461,2633660.45,4,9.5,0.8778868167,2542351.351,2,6.5,0.8474504503
0,0,1.558515797,501957.19,3,0.6274464875,348702.49,0,1.5,0.4358781125,348702.49,0,1.5,0.4358781125
0,0,1.122501784,696932.71,6,0.8711658875,555060.19,0,3.5,0.6938252375,475849.0357,0,3,0.5948112946
0,26,1.113253872,702722.2,7,0.87840275,605264.945,4.333333333,4.5,0.7565811813,504208.1813,3.25,3.5,0.6302602266
0,86,1,782308.21,13,0.9778852625,764536.9183,31.16666667,10.5,0.9556711479,684900.9317,17.75,7.5,0.8561261646
0,0,1.04278933,2026870.01,4,1.013435005,1952785.024,0,2,0.976392512,1952785.024,0,2,0.976392512
0,0,1.323812476,565939.56,4,0.7982222285,500915.55,0,2.25,0.7065099436,500915.55,0,2.25,0.7065099436
0,0,1.001384703,2854242.91,1,1.010351473,1951760.41,0,0.5,0.6908886407,1951760.41,0,0.5,0.6908886407
0,0,1.050369823,2721132.24,2,0.9632326513,2208217.687,0,1,0.7816699776,2208217.687,0,1,0.7816699776
0,0,1.000244539,2857496.42,4,1.011503158,2467645.686,0,2,0.8735028977,2467645.686,0,2,0.8735028977
0,0,0.9990059416,2861039.23,7,1.01275725,2644570.523,0,4.5,0.9361311587,2471367.995,0,3.5,0.8748205292
0,0,0.9989411074,2861224.92,11,1.012822981,2808314.887,0,8.5,0.9940937652,2601086.625,0,5.5,0.9207386283
0,0,1.031407661,503994.23,2,1.018170162,503540.2367,0,1,1.017253003,503540.2367,0,1,1.017253003
0,85,0.970172411,535805.29,9,1.082434929,514589.265,27,6.5,1.039574273,510187.947,16.2,4.5,1.030682721
0,53,1.002587245,518482.07,11,1.047438525,518654.3467,39.83333333,8.5,1.047786559,511181.0617,19.91666667,5.5,1.032689013
0,86,1,519823.51,12,1.050148505,521272.1667,54.16666667,9.5,1.053075084,512516.6008,27.08333333,6.5,1.035387072
0,0,1,4000000,0,1,4000000,0,0,1,4000000,0,0,1
0,0,0.9965927838,5064104.81,7,1.012820962,5063035.567,0,4.5,1.012607113,5056151.228,0,3.5,1.011230246
0,26,0.5176345959,5159708.53,6,1.031941706,5090901.293,8.5,3.5,1.018180259,5077614.596,7.285714286,3,1.015522919
0,24,0.516259078,5173456.03,7,1.034691206,5110820.175,12.5,4.5,1.022164035,5089594.775,9.375,3.5,1.017918955
0,0,0.9958481675,1915414.46,4,1.013446804,1909181.38,0,2,1.010148878,1909181.38,0,2,1.010148878
0,0,0.9955545087,1915979.45,10,1.013745741,1921623.508,8,7.5,1.016732015,1915967.995,4.363636364,5,1.01373968
0,0,0.989490209,1464572.42,10,1.010049945,1476978.533,12.5,7.5,1.018605885,1391140.504,16.27272727,5,0.9594072439
0,30,0.9924335149,1460228.87,13,1.007054393,1463384.173,5.166666667,10.5,1.009230464,1477189.674,17.5,7.5,1.018751499
0,57,1,1449180.07,14,0.999434531,1460819.852,14.66666667,11.5,1.007461967,1474268.357,20.16666667,8.5,1.016736798
0,0,1.025897667,2331824.73,1,1.013836839,2329721.6,0,0.5,1.012922435,2329721.6,0,0.5,1.012922435
0,24,1.009464884,2369783.82,10,1.030340791,2338210.822,4,7.5,1.016613401,2334844.663,2.181818182,5,1.015149853
0,0,0.9477646853,1449637.48,5,1.013732503,1448654.975,3.833333333,2.5,1.013045437,1448654.975,3.833333333,2.5,1.013045437
0,0,1,1373915.21,12,0.9607798671,1438003.935,8,9.5,1.005597157,1445029.313,5.916666667,6.5,1.010510009
0,0,1.058561932,1214850.46,5,1.012375383,1094424.105,0,2.5,0.9120200875,1094424.105,0,2.5,0.9120200875
0,24,0.5272446405,4617206.82,9,1.02604596,4658948.213,30.5,6.5,1.035321825,4627925.098,20.9,4.5,1.0284278
0,24,0.5230726236,4654033.57,10,1.034229682,4673149.225,34.5,7.5,1.038477606,4630298.595,21.18181818,5,1.028955243
0,57,0.5136619488,4739298.98,11,1.053177551,4687349.733,39.66666667,8.5,1.041633274,4639381.961,24.16666667,5.5,1.030973769
0,0,1.114509112,2776369.01,3,0.9285515084,2708172.905,0,1.5,0.9057434465,2708172.905,0,1.5,0.9057434465
0,0,1.02180977,3028243.27,10,1.012790391,2425670.943,0,7.5,0.8112611851,2560178.715,0,5,0.8562470617
0,0,1.17190922,652988.13,1,0.896961717,614698.825,0,0.5,0.8443665179,614698.825,0,0.5,0.8443665179
0,0,1.036442009,738336.35,7,1.014198283,691685.4867,0,4.5,0.9501174267,672438.8213,0,3.5,0.9236796995
0,0,0.5328309029,1588924.32,6,0.9227202787,1490360.738,0,3.5,0.8654824264,1424150.92,0,3,0.8270330546
0,0,0.9327626957,1333869.21,6,0.88924614,1360897.515,0,3.5,0.90726501,1369576.593,0,3,0.9130510619
0,0,1.054606906,2736609,4,1.013558889,2731672.414,0,2,1.011730524,2731672.414,0,2,1.011730524
0,0,0.5095503741,5058381.41,1,1.011676282,5035848.495,0,0.5,1.007169699,5035848.495,0,0.5,1.007169699
0,0,0.5094167484,5059708.28,3,1.011941656,5047067.03,0,1.5,1.009413406,5047067.03,0,1.5,1.009413406
0,0,0.5096607671,5057285.76,7,1.011457152,5024954.105,0,4.5,1.004990821,5027677.703,0,3.5,1.005535541
0,0,0.9949439117,1185645.82,9,1.014239367,1185844.128,0,6.5,1.014409006,1184255.441,0,4.5,1.013049992
0,24,0.9831994772,1199808.5,10,1.026354577,1188337.157,4,7.5,1.016541622,1185669.355,2.181818182,5,1.0142595
0,35,1,1179651.09,13,1.009111283,1190018.388,20.66666667,10.5,1.017979802,1187786.817,10.33333333,7.5,1.016070844
0,0,0.9965264542,810013.78,4,1.012517225,808193.004,0,2,1.010241255,808193.004,0,2,1.010241255
0,0,0.996050891,810400.52,5,1.01300065,808560.9233,0,2.5,1.010701154,808560.9233,0,2.5,1.010701154
0,0,0.9965445762,809999.05,7,1.012498813,810194.325,0,4.5,1.012742906,808970.7263,0,3.5,1.011213408
0,0,0.5421521542,5063183.11,5,1.012636622,4958884.805,0,2.5,0.991776961,4958884.805,0,2.5,0.991776961
0,0,0.6083593848,4512161.23,8,0.902432246,4905936.54,0,5.5,0.981187308,4909697.94,0,4,0.981939588
0,0,0.9886546344,2528688.9,3,1.01147556,2526546.678,0,1.5,1.010618671,2526546.678,0,1.5,1.010618671
0,0,0.9875161799,2531604.09,10,1.012641636,2530896.168,0,7.5,1.012358467,2529214.274,0,5,1.011685709
0,0,1.114856636,3552027.16,4,0.9347439895,3358304.35,0,2,0.8837643026,3358304.35,0,2,0.8837643026
0,0,1.069924263,3701197.54,7,0.9739993526,3656603.702,0,4.5,0.962264132,3468334.47,0,3.5,0.9127195974
0,82,1,3960001.05,12,1.042105539,3804724.227,27.16666667,9.5,1.001243218,3679764.331,13.58333333,6.5,0.9683590344
0,0,1.041685044,1301975.83,2,1.001519869,1299553.96,0,1,0.9996568923,1299553.96,0,1,0.9996568923
0,0,1.040967267,1302873.58,7,1.002210446,1302024.747,0,4.5,1.001557497,1301104.316,0,3.5,1.000849474
0,0,1.32898816,1519543.53,8,0.759771765,1228175.28,0,5.5,0.61408764,1114796.528,0,4,0.5573982639
0,2,1,2019455.36,12,1.00972768,1771587.862,0.3333333333,9.5,0.8857939308,1330949.506,0.1666666667,6.5,0.6654747529
0,36,1,2019455.36,13,1.00972768,1865183.137,6.333333333,10.5,0.9325915683,1472872.121,3.166666667,7.5,0.7364360604
0,0,0.1181341173,1905310.55,4,0.7938793958,1819611.44,0,2,0.7581714333,1819611.44,0,2,0.7581714333
0,0,0.09264681937,2429464.73,10,1.012276971,2223830.832,0,7.5,0.9265961799,2040094.745,0,5,0.8500394769
0,0,0.09378424167,2400000,12,1,2306743.99,0,9.5,0.9611433292,2105497.005,0,6.5,0.8772904188
0,0,0.3245116836,3035754.55,5,1.011918183,2777348.772,0,2.5,0.9257829239,2777348.772,0,2.5,0.9257829239
0,0,1.00108242,1688503.66,4,1.012899616,1196148.778,0,2,0.7175457576,1196148.778,0,2,0.7175457576
0,0,0.9988453307,1692285.36,5,1.015168182,1278838.208,0,2.5,0.7671494951,1278838.208,0,2.5,0.7671494951
0,0,0.9988510855,1692275.61,12,1.015162334,1691798.708,0,9.5,1.01487625,1590834.517,0,6.5,0.954309848
0,0,0.5332234286,3500000,0,1,3500000,0,0,1,3500000,0,0,1
0,24,0.5198760666,3589859.43,9,1.025674123,3549202.452,4,6.5,1.014057843,3541697.893,2.4,4.5,1.011913684
0,0,1.730020954,3066674.14,4,0.613334828,4559856.546,0,2,0.9119713092,4559856.546,0,2,0.9119713092
0,0,1.303353956,4070583.05,5,0.81411661,4478310.963,0,2.5,0.8956621927,4478310.963,0,2.5,0.8956621927
0,55,1.015953566,5222099.41,10,1.044419882,4938389.79,13.5,7.5,0.987677958,4766329.225,7.363636364,5,0.9532658449
0,82,1.000490934,5302807.19,11,1.060561438,5143760.48,27.16666667,8.5,1.028752096,4811035.722,13.58333333,5.5,0.9622071443
0,0,1.004605736,826981.76,8,1.012796494,826845.8633,0,5.5,1.012630063,826532.0222,0,4,1.012245705
0,0,1.004606526,826981.11,9,1.012795698,826846.1467,0,6.5,1.01263041,826576.931,0,4.5,1.012300704
0,56,1,830790.62,13,1.017461168,828115.41,13.5,10.5,1.014184865,827447.9817,6.75,7.5,1.013367472
0,0,0.9862300977,698387.67,7,1.012156043,698555.8267,0,4.5,1.012399749,698177.7363,0,3.5,1.011851792
0,0,0.9857563927,698723.28,8,1.012642435,698610.1567,0,5.5,1.012478488,698238.3522,0,4,1.011939641
0,0,0.9857571687,698722.73,9,1.012641638,698610.3983,0,6.5,1.012478838,698286.79,0,4.5,1.012009841
0,77,1,688770.94,14,0.9982187536,693838.7717,24,11.5,1.005563437,696224.4642,12,8.5,1.009020963
0,0,0.5346900678,1221116.38,0,1.005034058,1221116.38,0,0,1.005034058,1221116.38,0,0,1.005034058
0,0,1.046429587,5062494.1,5,1.01249882,5083364.772,8.333333333,2.5,1.016672954,5083364.772,8.333333333,2.5,1.016672954
0,0,1.055259131,2013392.51,0,1.006696255,2013392.51,0,0,1.006696255,2013392.51,0,0,1.006696255
0,24,1.027144181,2068503.01,8,1.034251505,2044255.897,8,5.5,1.022127948,2038007.94,5.333333333,4,1.01900397
0,0,2.602094419,151896.06,4,0.189870075,113940.59,0,2.25,0.1424257375,113940.59,0,2.25,0.1424257375
0,0,0.4878921073,810113.31,9,1.012641638,562698.9617,0,6.5,0.7033737021,408895.5633,0,4.888888889,0.5111194542
0,39,1,395247.89,13,0.4940598625,697634.26,7.833333333,10.5,0.872042825,520372.6017,3.916666667,7.5,0.6504657521
0,64,1,2935563.89,14,0.9785212967,3012945.542,25.5,11.5,1.004315181,3030064.234,14.75,8.5,1.010021411
0,0,1.052303778,2029615.16,6,1.01480758,2029246.557,0,3.5,1.014623278,2025719.64,0,3,1.01285982
0,82,1.001601829,2132356.03,11,1.066178015,2063526.135,27.16666667,8.5,1.031763068,2044298.261,13.58333333,5.5,1.02214913
