,count,mean,std,min,1%,5%,10%,25%,50%,75%,90%,95%,99%,max
saldo_vs_6m_ratio,10000.0,1.0375724677208498,0.2735840108561812,1.0343659527690422e-08,0.2993835724885911,0.7985285555914913,0.9054139573042181,0.9707816313939442,1.0038774235604193,1.0508749736533767,1.2149962467407065,1.3875002844486282,2.0573598546773773,5.999905174211179
saldo_vs_12m_ratio,10000.0,1.0698085677779299,0.42022785489628234,7.877937044808055e-09,0.12796754334500066,0.6645347416641084,0.8331929882722448,0.9566814909806132,1.0126192728575343,1.1047796677713864,1.3491122989505873,1.6199182760892534,2.6155707930359675,11.999582774442349
util_vs_6m_diff,10000.0,0.01838838515295218,0.10338049038362296,-0.8862920835,-0.2629309925,-0.09375171612500005,-0.05526461758000003,-0.02006394172499995,0.0023669248049999906,0.03775330832499996,0.11999144222000013,0.21074912291499986,0.39564403044300006,0.7368594445000001
util_vs_12m_diff,10000.0,0.033323536334086565,0.14269728214702168,-0.9831848727,-0.34365515519999995,-0.14649597236000003,-0.09201442377999995,-0.02947964194999997,0.008837427899999972,0.07717896347500003,0.20673024332999998,0.30660956458999983,0.49723970090200015,0.8624426191000001
mora_vs_6m_diff,10000.0,1.98019833326939,18.285263286496377,-222.5,-53.84166666339999,-10.0,0.0,0.0,0.0,0.0,17.5,42.83333333,56.66666667,64.16666667
mora_vs_12m_diff,10000.0,2.59267081170266,19.570670459408916,-226.75,-55.2508333333,-11.75,-4.833333333,0.0,0.0,0.0,20.18333333360006,49.0,68.41750000330002,76.08333333
util_6m_vs_12m_diff,10000.0,0.014935151181134393,0.07476861722482482,-0.6268209999700001,-0.171765658967,-0.07888131661999999,-0.04923126252999998,-0.0165974931,0.00031143499999997104,0.030529268725000003,0.10670036825,0.16632425098999984,0.27444114844100015,0.439875812
saldo_6m_vs_12m_ratio,10000.0,1.0185614228694608,0.17195963656790134,0.017365113430797424,0.43229882364673966,0.826886666849697,0.9112916449375036,0.9765419669611337,1.0003809856582668,1.0394783775392056,1.1698669250707523,1.299954951540219,1.639842969580783,2.553929780154961
Factor,10000.0,1.0250070308816543,0.31036850204227046,5.1693414e-09,0.061117275450500025,0.494986484895,0.7157513284600001,0.9904081916,1.027573627,1.0888071815,1.2211440998,1.5075164894499986,2.1939424906700005,2.709878437
