mar_emp,n,factor_mean,factor_median,factor_p10,factor_p90,ei_mean,stotal_mean,utilization_mean,share
0,2000,0.8619899529374355,0.9988461575,0.47359973652000004,1.0444420825,2343766.600119743,2875256.0105815,0.951911316981145,0.2
1,8000,1.0657613003677089,1.038885537,0.9035648242500001,1.2447754571,113502.5002653561,107757.61321125,0.768813030388859,0.8
